n_neighbors,min_dist,min_cluster_size,min_samples,n_clusters,noise_frac,silhouette,davies_bouldin
15,0.05,50,15,4,0.0,0.3663231134414673,0.44899807210394205
15,0.05,50,25,4,0.0,0.3663231134414673,0.44899807210394205
15,0.05,75,5,3,0.0,0.3750368058681488,0.49393327510591645
15,0.05,75,10,3,0.0,0.3750368058681488,0.49393327510591645
15,0.05,75,15,3,0.0,0.3750368058681488,0.49393327510591645
15,0.05,75,25,3,0.0,0.3750368058681488,0.49393327510591645
15,0.05,100,5,3,0.0,0.3750368058681488,0.49393327510591645
15,0.05,100,10,3,0.0,0.3750368058681488,0.49393327510591645
15,0.05,100,15,3,0.0,0.3750368058681488,0.49393327510591645
15,0.05,100,25,3,0.0,0.3750368058681488,0.49393327510591645
15,0.1,10,5,155,0.3513553768245457,0.5122064352035522,0.5778824134684003
15,0.1,10,10,85,0.33258862079237417,0.3874446451663971,0.5527002731910328
15,0.1,10,15,5,0.0002978850163836759,0.17254571616649628,0.479440665952432
15,0.1,10,25,4,0.002978850163836759,0.34156984090805054,0.482495595964308
15,0.1,15,5,87,0.3145665773011618,0.4272441565990448,0.722029634191469
15,0.1,15,10,6,0.0034256776884122727,0.11970408260822296,0.48489186952818164
15,0.1,15,15,5,0.0002978850163836759,0.17254571616649628,0.479440665952432
15,0.1,15,25,4,0.002978850163836759,0.34156984090805054,0.482495595964308
15,0.1,20,5,61,0.2676496872207328,0.3467310667037964,0.6856975562942078
15,0.1,20,10,4,0.002978850163836759,0.34156984090805054,0.482495595964308
15,0.1,20,15,4,0.003127792672028597,0.3416847586631775,0.48196587960980297
15,0.1,20,25,4,0.002978850163836759,0.34156984090805054,0.482495595964308
15,0.1,30,5,5,0.004319332737563301,0.15776796638965607,0.4946388169211075
15,0.1,30,10,4,0.002978850163836759,0.34156984090805054,0.482495595964308
15,0.1,30,15,4,0.003127792672028597,0.3416847586631775,0.48196587960980297
15,0.1,30,25,4,0.002978850163836759,0.34156984090805054,0.482495595964308
15,0.1,50,5,4,0.002978850163836759,0.34156984090805054,0.482495595964308
15,0.1,50,10,4,0.002978850163836759,0.34156984090805054,0.482495595964308
15,0.1,50,15,4,0.003127792672028597,0.3416847586631775,0.48196587960980297
15,0.1,50,25,4,0.002978850163836759,0.34156984090805054,0.482495595964308
15,0.1,75,5,3,0.002829907655644921,0.35705649852752686,0.5234040646491597
